ts_epoch,ts_iso,mode,profile_id,profile_name,raw_present,filt_occupied,moving,stationary,lux,lux_smooth,moving_age_ms,moving_events,sensor_age_s,move_dist,move_energy,still_dist,still_energy,sensor_seq,confirm_count,filter_stage,lamp_is_off,lamp_level,lamp_temp_dtr,lamp_temp_dtr1,cct_kelvin,runtime_s,action,reason,rationale,user_text,circadian_phase,weather_context,brightness_reasoning,target_lux,brightness_base_pct,weather_brightness_adjust_pct
1775905643.356,2026-04-11T13:07:23,ai,participant-01,Participant 01,True,True,True,True,443.3,427.6,635,0,0.636,124,100,96,100,214,,,False,190,16,39,100,1.8,,,,,,,,,,
1775905647.178,2026-04-11T13:07:27,ai,participant-01,Participant 01,True,True,False,True,162.5,297.8,3457,0,0.458,137,0,137,100,218,,,False,58,154,0,6494,5.5,set_cct(6500K); set_brightness_pct(23); brightness_feedback(confirmed),adaptive_eval,"Midday peak alertness (13:07), Clouds, 11C (lux: clear), bright ambient (443 lux). Brightness 23% because midday peak alertness target is 498 lux, ambient is 443 lux, circadian base is 11%, preferences added 10%, clouds weather added 2%. Cool white 6500K. CCT 6500K aligns with circadian midday peak alertness target (6500K) - cool white light supports focus and productivity Brightness feedback: confirmed lux_smooth 432.8 -> 297.8.",,midday peak alertness,"Clouds, 11C (lux: clear)","Brightness 23% because midday peak alertness target is 498 lux, ambient is 443 lux, circadian base is 11%, preferences added 10%, clouds weather added 2%.",497.7,10.9,2.0
1775905648.42,2026-04-11T13:07:28,ai,participant-01,Participant 01,True,True,False,True,163.3,257.4,4699,0,0.699,137,0,137,100,219,,,False,58,154,0,6494,6.8,,,,,,,,,,
1775905653.444,2026-04-11T13:07:33,ai,participant-01,Participant 01,True,True,False,True,165.0,180.3,9723,0,0.725,137,0,137,21,224,,,False,58,154,0,6494,11.9,,,,,,,,,,
1775905658.468,2026-04-11T13:07:38,ai,participant-01,Participant 01,False,True,False,False,167.5,169.0,14747,0,0.748,137,0,137,15,229,,,False,58,154,0,6494,16.9,,,,,,,,,,
1775905662.305,2026-04-11T13:07:42,ai,participant-01,Participant 01,False,False,False,False,168.3,168.4,18584,0,0.585,137,0,137,14,233,,,False,25,154,0,6494,20.7,set_brightness_pct(10),adaptive_vacant_dim,Desk vacant -> dimming to 10% as warning before shutdown,,,,,,,
1775905663.492,2026-04-11T13:07:43,ai,participant-01,Participant 01,False,False,False,False,168.3,168.4,19771,0,0.772,137,0,137,13,234,,,False,25,154,0,6494,21.9,,,,,,,,,,
1775905668.514,2026-04-11T13:07:48,ai,participant-01,Participant 01,False,False,False,False,169.2,168.9,24793,0,0.794,137,0,137,13,239,,,False,25,154,0,6494,26.9,,,,,,,,,,
1775905673.536,2026-04-11T13:07:53,ai,participant-01,Participant 01,False,False,False,False,169.2,169.1,29815,0,0.816,137,0,137,12,244,,,False,25,154,0,6494,32.0,,,,,,,,,,
1775905678.559,2026-04-11T13:07:58,ai,participant-01,Participant 01,False,False,False,False,167.5,168.7,34838,0,0.839,137,0,137,15,249,,,False,25,154,0,6494,37.0,,,,,,,,,,
1775905683.58,2026-04-11T13:08:03,ai,participant-01,Participant 01,False,False,False,False,169.2,168.6,39859,0,0.86,137,0,137,13,254,,,False,25,154,0,6494,42.0,,,,,,,,,,
1775905688.603,2026-04-11T13:08:08,ai,participant-01,Participant 01,False,False,False,False,169.2,169.1,44882,0,0.885,137,0,137,14,259,,,False,25,154,0,6494,47.0,,,,,,,,,,
1775905693.627,2026-04-11T13:08:13,ai,participant-01,Participant 01,False,False,False,False,169.2,169.2,49906,0,0.908,137,0,137,12,264,,,False,25,154,0,6494,52.1,,,,,,,,,,
1775905698.649,2026-04-11T13:08:18,ai,participant-01,Participant 01,False,False,False,False,170.0,169.9,54928,0,0.93,137,0,137,12,269,,,False,25,154,0,6494,57.1,,,,,,,,,,
1775905703.67,2026-04-11T13:08:23,ai,participant-01,Participant 01,False,False,False,False,170.0,170.0,59949,0,0.952,137,0,137,12,274,,,False,25,154,0,6494,62.1,,,,,,,,,,
1775905708.693,2026-04-11T13:08:28,ai,participant-01,Participant 01,False,False,False,False,170.0,170.0,64972,0,0.975,137,0,137,11,279,,,False,25,154,0,6494,67.1,,,,,,,,,,
1775905713.715,2026-04-11T13:08:33,ai,participant-01,Participant 01,False,False,False,False,168.3,169.1,69994,0,0.996,137,0,137,15,284,,,False,25,154,0,6494,72.1,,,,,,,,,,
1775905718.737,2026-04-11T13:08:38,ai,participant-01,Participant 01,False,False,False,False,169.2,169.0,75016,0,0.019,137,0,137,15,290,,,False,25,154,0,6494,77.2,,,,,,,,,,
1775905722.831,2026-04-11T13:08:42,ai,participant-01,Participant 01,False,False,False,False,168.3,168.6,79110,0,0.112,137,0,137,14,294,,,True,25,154,0,6494,81.2,off(),adaptive_vacant_off,Vacant for 60s after dimming -> turning off to save energy,,,,,,,
1775905723.76,2026-04-11T13:08:43,ai,participant-01,Participant 01,False,False,False,False,150.8,163.2,80039,0,0.041,137,0,137,12,295,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905728.779,2026-04-11T13:08:48,ai,participant-01,Participant 01,False,False,False,False,150.0,152.5,85059,0,0.062,137,0,137,10,300,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905733.802,2026-04-11T13:08:53,ai,participant-01,Participant 01,False,False,False,False,150.8,151.1,90081,0,0.084,137,0,137,12,305,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905738.824,2026-04-11T13:08:58,ai,participant-01,Participant 01,False,False,False,False,151.7,151.3,95103,0,0.106,137,0,137,12,310,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905743.846,2026-04-11T13:09:03,ai,participant-01,Participant 01,False,False,False,False,151.7,151.6,100125,0,0.13,137,0,137,13,315,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905748.869,2026-04-11T13:09:08,ai,participant-01,Participant 01,False,False,False,False,152.5,152.1,105148,0,0.151,137,0,137,12,320,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905753.89,2026-04-11T13:09:13,ai,participant-01,Participant 01,False,False,False,False,150.8,151.3,110169,0,0.173,137,0,137,11,325,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905758.912,2026-04-11T13:09:18,ai,participant-01,Participant 01,False,False,False,False,150.8,151.2,115191,0,0.195,137,0,137,12,330,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905763.93,2026-04-11T13:09:23,ai,participant-01,Participant 01,False,False,False,False,150.8,151.3,120209,0,0.212,137,0,137,12,335,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905768.951,2026-04-11T13:09:28,ai,participant-01,Participant 01,False,False,False,False,150.8,150.9,125230,0,0.234,137,0,137,13,340,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905773.973,2026-04-11T13:09:33,ai,participant-01,Participant 01,False,False,False,False,150.8,150.9,130252,0,0.257,137,0,137,12,345,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905778.996,2026-04-11T13:09:38,ai,participant-01,Participant 01,False,False,False,False,151.7,151.5,135275,0,0.28,137,0,137,14,350,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905784.018,2026-04-11T13:09:44,ai,participant-01,Participant 01,False,False,False,False,151.7,151.6,140297,0,0.302,137,0,137,15,355,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905789.041,2026-04-11T13:09:49,ai,participant-01,Participant 01,False,False,False,False,151.7,151.7,145320,0,0.325,137,0,137,11,360,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905794.066,2026-04-11T13:09:54,ai,participant-01,Participant 01,False,False,False,False,151.7,151.7,150345,0,0.35,137,0,137,13,365,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905799.089,2026-04-11T13:09:59,ai,participant-01,Participant 01,False,False,False,False,152.5,152.2,155368,0,0.374,137,0,137,11,370,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905804.111,2026-04-11T13:10:04,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,160390,0,0.396,137,0,137,11,375,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905809.133,2026-04-11T13:10:09,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,165412,0,0.417,137,0,137,14,380,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905814.155,2026-04-11T13:10:14,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,170434,0,0.44,137,0,137,12,385,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905819.177,2026-04-11T13:10:19,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,175456,0,0.461,137,0,137,11,390,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905824.196,2026-04-11T13:10:24,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,180475,0,0.482,137,0,137,11,395,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905829.219,2026-04-11T13:10:29,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,185499,0,0.504,137,0,137,13,400,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905834.241,2026-04-11T13:10:34,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,190521,0,0.527,137,0,137,13,405,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905839.265,2026-04-11T13:10:39,ai,participant-01,Participant 01,False,False,False,False,151.7,151.9,195544,0,0.55,137,0,137,11,410,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905844.286,2026-04-11T13:10:44,ai,participant-01,Participant 01,False,False,False,False,152.5,152.4,200565,0,0.572,137,0,137,14,415,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905849.309,2026-04-11T13:10:49,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,205588,0,0.594,137,0,137,11,420,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905854.331,2026-04-11T13:10:54,ai,participant-01,Participant 01,False,False,False,False,151.7,151.2,210610,0,0.616,137,0,137,12,425,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905859.353,2026-04-11T13:10:59,ai,participant-01,Participant 01,False,False,False,False,152.5,152.3,215632,0,0.638,137,0,137,12,430,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905864.376,2026-04-11T13:11:04,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,220655,0,0.663,137,0,137,12,435,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905869.399,2026-04-11T13:11:09,ai,participant-01,Participant 01,False,False,False,False,151.7,150.8,225679,0,0.686,137,0,137,12,440,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905874.422,2026-04-11T13:11:14,ai,participant-01,Participant 01,False,False,False,False,152.5,152.2,230701,0,0.709,137,0,137,11,445,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905879.444,2026-04-11T13:11:19,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,235723,0,0.731,137,0,137,11,450,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905884.466,2026-04-11T13:11:24,ai,participant-01,Participant 01,False,False,False,False,152.5,152.4,240745,0,0.753,137,0,137,14,455,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905889.49,2026-04-11T13:11:29,ai,participant-01,Participant 01,False,False,False,False,151.7,151.8,245769,0,0.778,137,0,137,14,460,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905894.511,2026-04-11T13:11:34,ai,participant-01,Participant 01,False,False,False,False,152.5,152.1,250790,0,0.797,137,0,137,11,465,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905899.532,2026-04-11T13:11:39,ai,participant-01,Participant 01,False,False,False,False,152.5,152.4,255811,0,0.819,137,0,137,12,470,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905904.556,2026-04-11T13:11:44,ai,participant-01,Participant 01,False,False,False,False,151.7,152.1,260835,0,0.844,137,0,137,12,475,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905909.578,2026-04-11T13:11:49,ai,participant-01,Participant 01,False,False,False,False,151.7,152.0,265857,0,0.865,137,0,137,11,480,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905914.6,2026-04-11T13:11:54,ai,participant-01,Participant 01,False,False,False,False,152.5,152.3,270879,0,0.887,137,0,137,12,485,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905919.622,2026-04-11T13:11:59,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,275901,0,0.91,137,0,137,12,490,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905924.644,2026-04-11T13:12:04,ai,participant-01,Participant 01,False,False,False,False,151.7,152.2,280923,0,0.932,137,0,137,12,495,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905929.663,2026-04-11T13:12:09,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,285942,0,0.951,137,0,137,14,500,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905934.683,2026-04-11T13:12:14,ai,participant-01,Participant 01,False,False,False,False,152.5,152.4,290962,0,0.97,137,0,137,11,505,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905939.706,2026-04-11T13:12:19,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,295985,0,0.995,137,0,137,12,510,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905944.728,2026-04-11T13:12:24,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,301007,0,0.016,137,0,137,13,516,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905949.75,2026-04-11T13:12:29,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,306029,0,0.039,137,0,137,12,521,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905954.769,2026-04-11T13:12:34,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,311048,0,0.058,137,0,137,13,526,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905959.79,2026-04-11T13:12:39,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,316069,0,0.079,137,0,137,13,531,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905964.811,2026-04-11T13:12:44,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,321090,0,0.1,137,0,137,13,536,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905969.834,2026-04-11T13:12:49,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,326113,0,0.124,137,0,137,14,541,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905974.854,2026-04-11T13:12:54,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,331133,0,0.143,137,0,137,13,546,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905979.878,2026-04-11T13:12:59,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,336157,0,0.167,137,0,137,13,551,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905984.901,2026-04-11T13:13:04,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,341180,0,0.189,137,0,137,15,556,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905989.925,2026-04-11T13:13:09,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,346204,0,0.214,137,0,137,14,561,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905994.946,2026-04-11T13:13:14,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,351225,0,0.235,137,0,137,12,566,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775905999.968,2026-04-11T13:13:19,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,356247,0,0.258,137,0,137,13,571,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906004.99,2026-04-11T13:13:24,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,361269,0,0.281,137,0,137,14,576,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906010.014,2026-04-11T13:13:30,ai,participant-01,Participant 01,False,False,False,False,152.5,152.5,366293,0,0.305,137,0,137,13,581,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906015.036,2026-04-11T13:13:35,ai,participant-01,Participant 01,False,False,False,False,151.7,152.1,371315,0,0.326,137,0,137,13,586,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906020.058,2026-04-11T13:13:40,ai,participant-01,Participant 01,False,False,False,False,152.5,152.2,376337,0,0.348,137,0,137,14,591,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906025.08,2026-04-11T13:13:45,ai,participant-01,Participant 01,False,False,False,False,152.5,152.4,381359,0,0.37,137,0,137,14,596,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906030.103,2026-04-11T13:13:50,ai,participant-01,Participant 01,False,False,False,False,145.8,149.3,386382,0,0.393,137,0,137,13,601,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906035.124,2026-04-11T13:13:55,ai,participant-01,Participant 01,False,False,False,False,152.5,151.6,391403,0,0.416,137,0,137,14,606,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906040.146,2026-04-11T13:14:00,ai,participant-01,Participant 01,False,False,False,False,151.7,152.0,396425,0,0.437,137,0,137,13,611,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906045.168,2026-04-11T13:14:05,ai,participant-01,Participant 01,False,False,False,False,151.7,151.7,401447,0,0.459,137,0,137,12,616,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906050.192,2026-04-11T13:14:10,ai,participant-01,Participant 01,False,False,False,False,151.7,151.7,406471,0,0.484,137,0,137,13,621,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906055.213,2026-04-11T13:14:15,ai,participant-01,Participant 01,False,False,False,False,151.7,151.7,411492,0,0.504,137,0,137,11,626,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906060.235,2026-04-11T13:14:20,ai,participant-01,Participant 01,False,False,False,False,152.5,152.4,416514,0,0.527,137,0,137,13,631,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906065.257,2026-04-11T13:14:25,ai,participant-01,Participant 01,False,False,False,False,151.7,151.8,421536,0,0.548,137,0,137,12,636,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906070.279,2026-04-11T13:14:30,ai,participant-01,Participant 01,False,False,False,False,151.7,151.7,426558,0,0.572,137,0,137,11,641,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906075.3,2026-04-11T13:14:35,ai,participant-01,Participant 01,False,False,False,False,151.7,151.7,431579,0,0.592,137,0,137,12,646,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906080.321,2026-04-11T13:14:40,ai,participant-01,Participant 01,False,False,False,False,151.7,151.7,436600,0,0.614,137,0,137,14,651,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906085.344,2026-04-11T13:14:45,ai,participant-01,Participant 01,False,False,False,False,151.7,151.7,441623,0,0.637,137,0,137,14,656,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906090.365,2026-04-11T13:14:50,ai,participant-01,Participant 01,False,False,False,False,151.7,151.7,446644,0,0.658,137,0,137,10,661,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906095.388,2026-04-11T13:14:55,ai,participant-01,Participant 01,False,False,False,False,150.8,151.2,451667,0,0.68,137,0,137,13,666,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906100.411,2026-04-11T13:15:00,ai,participant-01,Participant 01,False,False,False,False,151.7,151.5,456690,0,0.703,137,0,137,11,671,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906105.435,2026-04-11T13:15:05,ai,participant-01,Participant 01,False,False,False,False,151.7,151.6,461714,0,0.728,137,0,137,11,676,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906110.455,2026-04-11T13:15:10,ai,participant-01,Participant 01,False,False,False,False,151.7,151.7,466735,0,0.748,137,0,137,11,681,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906115.479,2026-04-11T13:15:15,ai,participant-01,Participant 01,False,False,False,False,151.7,151.7,471758,0,0.772,137,0,137,14,686,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906120.499,2026-04-11T13:15:20,ai,participant-01,Participant 01,False,False,False,False,151.7,151.7,476778,0,0.792,137,0,137,12,691,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906125.523,2026-04-11T13:15:25,ai,participant-01,Participant 01,False,False,False,False,151.7,151.7,481802,0,0.818,137,0,137,13,696,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906130.546,2026-04-11T13:15:30,ai,participant-01,Participant 01,False,False,False,True,151.7,151.7,486825,0,0.84,69,0,69,12,701,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906135.569,2026-04-11T13:15:35,ai,participant-01,Participant 01,False,False,False,False,151.7,151.7,491848,0,0.864,69,0,69,13,706,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906140.591,2026-04-11T13:15:40,ai,participant-01,Participant 01,False,False,False,False,150.8,151.0,496871,0,0.886,69,0,69,11,711,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906145.613,2026-04-11T13:15:45,ai,participant-01,Participant 01,False,False,False,False,150.8,150.9,501892,0,0.907,69,0,69,13,716,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906150.635,2026-04-11T13:15:50,ai,participant-01,Participant 01,False,False,False,False,150.8,150.8,506914,0,0.929,69,0,69,12,721,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906155.657,2026-04-11T13:15:55,ai,participant-01,Participant 01,False,False,False,False,150.8,150.8,511936,0,0.951,69,0,69,13,726,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906160.677,2026-04-11T13:16:00,ai,participant-01,Participant 01,False,False,False,False,150.8,150.8,516956,0,0.973,69,0,69,12,731,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906165.699,2026-04-11T13:16:05,ai,participant-01,Participant 01,False,False,False,False,150.8,150.8,521978,0,0.994,69,0,69,14,736,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906170.722,2026-04-11T13:16:10,ai,participant-01,Participant 01,False,False,False,False,150.8,150.8,527001,0,0.017,69,0,69,12,742,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906175.747,2026-04-11T13:16:15,ai,participant-01,Participant 01,False,False,False,False,150.8,150.8,532026,0,0.043,69,0,69,12,747,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906180.769,2026-04-11T13:16:20,ai,participant-01,Participant 01,False,False,False,False,150.8,150.8,537048,0,0.064,69,0,69,12,752,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906185.792,2026-04-11T13:16:25,ai,participant-01,Participant 01,False,False,False,False,150.0,150.6,542071,0,0.087,69,0,69,13,757,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906190.812,2026-04-11T13:16:30,ai,participant-01,Participant 01,False,False,False,False,151.7,151.3,547092,0,0.108,69,0,69,11,762,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906195.835,2026-04-11T13:16:35,ai,participant-01,Participant 01,False,False,False,False,150.8,151.2,552114,0,0.13,69,0,69,13,767,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906200.858,2026-04-11T13:16:40,ai,participant-01,Participant 01,False,False,False,False,150.8,151.0,557137,0,0.154,69,0,69,13,772,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906205.879,2026-04-11T13:16:45,ai,participant-01,Participant 01,False,False,False,False,150.0,150.3,562158,0,0.175,69,0,69,13,777,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906210.903,2026-04-11T13:16:50,ai,participant-01,Participant 01,False,False,False,False,150.8,150.7,567182,0,0.2,69,0,69,14,782,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906215.924,2026-04-11T13:16:55,ai,participant-01,Participant 01,False,False,False,False,150.8,150.8,572203,0,0.22,69,0,69,14,787,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906220.944,2026-04-11T13:17:00,ai,participant-01,Participant 01,False,False,False,False,150.0,150.6,577223,0,0.241,69,0,69,15,792,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906225.964,2026-04-11T13:17:05,ai,participant-01,Participant 01,False,False,False,False,147.5,148.5,582243,0,0.261,69,0,69,11,797,,,True,25,154,0,6494,81.2,,,,,,,,,,
1775906230.987,2026-04-11T13:17:10,ai,participant-01,Participant 01,True,True,True,True,132.5,136.9,284,1,0.284,89,70,138,100,802,,,False,189,154,0,6494,81.4,,,,,,,,,,
1775906233.334,2026-04-11T13:17:13,ai,participant-01,Participant 01,True,True,False,True,452.5,230.0,1631,1,0.63,99,0,99,100,804,,,False,189,154,0,6494,83.7,set_brightness_pct(75); brightness_feedback(confirmed),presence_restore,"Person returned after absence -> restoring adaptive lighting. midday peak alertness (13:17), Clouds, 11C (lux: cloudy). Brightness 75% because midday peak alertness target is 494 lux, ambient is 132 lux, circadian base is 73%, preferences reduced 3%, clouds weather added 4%. Cool white 6500K. CCT 6500K aligns with circadian midday peak alertness target (6500K) - cool white light supports focus and productivity Brightness feedback: confirmed lux_smooth 136.9 -> 230.0.",,midday peak alertness,"Clouds, 11C (lux: cloudy)","Brightness 75% because midday peak alertness target is 494 lux, ambient is 132 lux, circadian base is 73%, preferences reduced 3%, clouds weather added 4%.",494.3,73.2,4.0
1775906236.006,2026-04-11T13:17:16,ai,participant-01,Participant 01,True,True,True,True,453.3,376.7,302,3,0.303,85,53,130,100,807,,,False,189,154,0,6494,86.4,,,,,,,,,,
1775906241.026,2026-04-11T13:17:21,ai,participant-01,Participant 01,True,True,False,True,453.3,440.2,1324,4,0.324,84,0,84,100,812,,,False,189,154,0,6494,91.4,,,,,,,,,,
1775906246.044,2026-04-11T13:17:26,ai,participant-01,Participant 01,True,True,True,True,455.8,453.8,341,6,0.342,84,48,98,100,817,,,False,189,154,0,6494,96.4,,,,,,,,,,
1775906251.065,2026-04-11T13:17:31,ai,participant-01,Participant 01,True,True,True,True,454.2,454.1,362,7,0.362,124,69,75,100,822,,,False,189,154,0,6494,101.5,,,,,,,,,,
1775906256.085,2026-04-11T13:17:36,ai,participant-01,Participant 01,True,True,True,True,469.2,464.2,383,8,0.384,94,61,75,100,827,,,False,189,154,0,6494,106.5,,,,,,,,,,
1775906261.105,2026-04-11T13:17:41,ai,participant-01,Participant 01,True,True,True,True,470.0,468.9,403,10,0.403,96,34,110,100,832,,,False,189,154,0,6494,111.5,,,,,,,,,,
1775906266.125,2026-04-11T13:17:46,ai,participant-01,Participant 01,True,True,False,True,470.0,469.8,4422,10,0.423,81,0,81,100,837,,,False,189,154,0,6494,116.5,,,,,,,,,,
1775906271.145,2026-04-11T13:17:51,ai,participant-01,Participant 01,True,True,True,True,471.7,470.8,443,12,0.443,84,100,142,100,842,,,False,189,154,0,6494,121.5,,,,,,,,,,
1775906276.166,2026-04-11T13:17:56,ai,participant-01,Participant 01,True,True,False,True,470.0,469.6,2463,13,0.463,75,0,75,100,847,,,False,189,154,0,6494,126.6,,,,,,,,,,
1775906281.185,2026-04-11T13:18:01,ai,participant-01,Participant 01,True,True,True,True,458.3,461.3,483,15,0.484,75,32,77,100,852,,,False,189,154,0,6494,131.6,,,,,,,,,,
1775906286.205,2026-04-11T13:18:06,ai,participant-01,Participant 01,True,True,False,True,458.3,458.8,1504,17,0.504,82,0,82,100,857,,,False,189,154,0,6494,136.6,,,,,,,,,,
1775906291.227,2026-04-11T13:18:11,ai,participant-01,Participant 01,True,True,False,True,458.3,458.4,6525,17,0.527,80,0,80,100,862,,,False,189,154,0,6494,141.6,,,,,,,,,,
1775906296.248,2026-04-11T13:18:16,ai,participant-01,Participant 01,True,True,False,True,457.5,458.1,11546,17,0.547,74,0,74,100,867,,,False,189,154,0,6494,146.6,,,,,,,,,,
1775906301.267,2026-04-11T13:18:21,ai,participant-01,Participant 01,True,True,True,True,457.5,465.6,566,19,0.566,110,44,90,100,872,,,False,189,154,0,6494,151.7,,,,,,,,,,
