ts_epoch,ts_iso,mode,raw_present,filt_occupied,moving,stationary,lux,lux_smooth,moving_age_ms,moving_events,sensor_age_s,move_dist,move_energy,still_dist,still_energy,sensor_seq,confirm_count,filter_stage,lamp_is_off,lamp_level,lamp_temp_dtr,lamp_temp_dtr1,cct_kelvin,runtime_s,action,reason,rationale,user_text,circadian_phase,weather_context
1775895183.471,2026-04-11T10:13:03,ai,True,True,False,True,317.5,314.7,4113,134,0.113,144,0,144,100,812,,,False,164,154,0,6494,810.3,,,,,,
1775895188.49,2026-04-11T10:13:08,ai,True,True,True,True,305.0,306.9,133,136,0.133,80,91,80,100,817,,,False,164,154,0,6494,815.3,,,,,,
1775895193.51,2026-04-11T10:13:13,ai,True,True,False,True,304.2,304.6,2151,137,0.152,78,0,78,100,822,,,False,164,154,0,6494,820.3,,,,,,
1775895198.529,2026-04-11T10:13:18,ai,True,True,False,True,303.3,304.0,3171,138,0.173,75,0,75,100,827,,,False,164,154,0,6494,825.4,,,,,,
1775895203.55,2026-04-11T10:13:23,ai,True,True,True,True,303.3,303.4,193,139,0.194,79,100,77,100,832,,,False,164,154,0,6494,830.4,,,,,,
1775895208.571,2026-04-11T10:13:28,ai,True,True,False,True,303.3,303.4,2215,140,0.214,101,0,101,100,837,,,False,164,154,0,6494,835.4,,,,,,
1775895213.59,2026-04-11T10:13:33,ai,True,True,False,True,303.3,303.4,2233,141,0.233,75,0,75,100,842,,,False,164,154,0,6494,840.4,,,,,,
1775895218.607,2026-04-11T10:13:38,ai,True,True,False,True,304.2,304.0,2250,142,0.251,76,0,76,100,847,,,False,164,154,0,6494,845.4,,,,,,
1775895223.628,2026-04-11T10:13:43,ai,True,True,True,True,304.2,304.3,271,145,0.271,79,58,150,100,852,,,False,164,154,0,6494,850.5,,,,,,
1775895228.649,2026-04-11T10:13:48,ai,True,True,False,True,305.0,304.7,3291,145,0.293,78,0,78,100,857,,,False,164,154,0,6494,855.5,,,,,,
1775895233.669,2026-04-11T10:13:53,ai,True,True,True,True,305.8,305.6,313,147,0.314,72,34,75,100,862,,,False,164,154,0,6494,860.5,,,,,,
1775895238.687,2026-04-11T10:13:58,ai,False,True,False,True,306.7,306.5,5331,147,0.333,79,0,79,0,867,,,False,164,154,0,6494,865.5,,,,,,
1775895243.707,2026-04-11T10:14:03,ai,True,True,False,True,308.3,307.5,2351,148,0.352,78,0,78,100,872,,,False,164,154,0,6494,870.5,,,,,,
1775895248.725,2026-04-11T10:14:08,ai,True,True,False,True,310.0,309.0,2370,149,0.371,75,0,75,100,877,,,False,164,154,0,6494,875.6,,,,,,
1775895253.744,2026-04-11T10:14:13,ai,True,True,True,True,312.5,311.7,390,150,0.39,80,100,73,100,882,,,False,164,154,0,6494,880.6,,,,,,
1775895258.768,2026-04-11T10:14:18,ai,True,True,True,True,310.8,312.1,412,151,0.412,97,34,98,100,887,,,False,164,154,0,6494,885.6,,,,,,
1775895263.789,2026-04-11T10:14:23,ai,True,True,False,True,308.3,309.6,4434,151,0.435,76,0,76,100,892,,,False,164,154,0,6494,890.6,,,,,,
1775895268.809,2026-04-11T10:14:28,ai,True,True,True,True,290.0,293.3,454,152,0.455,144,100,142,100,897,,,False,164,154,0,6494,895.6,,,,,,
1775895273.828,2026-04-11T10:14:33,ai,True,True,True,True,287.5,288.2,474,152,0.474,96,84,96,100,902,,,False,164,154,0,6494,900.7,,,,,,
1775895278.85,2026-04-11T10:14:38,ai,True,True,True,True,285.8,286.6,496,153,0.496,77,100,89,100,907,,,False,164,154,0,6494,905.7,,,,,,
1775895283.871,2026-04-11T10:14:43,ai,True,True,True,True,284.2,285.1,516,153,0.517,75,77,75,100,912,,,False,164,154,0,6494,910.7,,,,,,
1775895288.894,2026-04-11T10:14:48,ai,True,True,False,True,164.2,232.9,1539,153,0.54,106,0,106,100,917,,,False,122,154,0,6494,915.7,,,,,,
1775895289.277,2026-04-11T10:14:49,ai,True,True,False,True,164.2,232.9,1922,153,0.923,106,0,106,100,917,,,False,122,154,0,6494,916.0,set_brightness_pct(48); brightness_feedback(confirmed),adaptive_eval,"Midday peak alertness (10:14), cloudy (lux proxy, 285 lx), moderate ambient (285 lux). Brightness 48%, cool white 6500K. CCT 6500K aligns with circadian midday peak alertness target (6500K) - cool white light supports focus and productivity Brightness feedback: confirmed lux_smooth 284.9 -> 232.9.",,midday peak alertness,"cloudy (lux proxy, 285 lx)"
1775895293.914,2026-04-11T10:14:53,ai,True,True,True,True,165.0,176.3,560,155,0.561,134,73,126,100,922,,,False,122,154,0,6494,920.7,,,,,,
1775895298.935,2026-04-11T10:14:58,ai,True,True,True,True,165.8,167.3,582,156,0.583,96,31,103,100,927,,,False,122,154,0,6494,925.8,,,,,,
1775895303.954,2026-04-11T10:15:03,ai,True,True,False,True,167.5,166.9,1600,157,0.601,79,59,79,100,932,,,False,122,154,0,6494,930.8,,,,,,
1775895308.975,2026-04-11T10:15:08,ai,True,True,True,True,169.2,168.2,622,158,0.622,87,100,102,100,937,,,False,122,154,0,6494,935.8,,,,,,
1775895313.996,2026-04-11T10:15:13,ai,True,True,True,True,170.0,169.3,643,158,0.643,142,61,86,100,942,,,False,122,154,0,6494,940.8,,,,,,
1775895319.018,2026-04-11T10:15:19,ai,True,True,True,True,174.2,172.4,665,158,0.665,125,81,116,100,947,,,False,122,154,0,6494,945.9,,,,,,
1775895324.038,2026-04-11T10:15:24,ai,True,True,True,True,170.8,172.1,686,159,0.686,107,62,84,100,952,,,False,122,154,0,6494,950.9,,,,,,
1775895329.059,2026-04-11T10:15:29,ai,True,True,True,True,167.5,169.0,706,159,0.707,137,57,98,100,957,,,False,122,154,0,6494,955.9,,,,,,
1775895334.082,2026-04-11T10:15:34,ai,True,True,True,True,164.2,165.6,731,159,0.731,83,100,90,100,962,,,False,122,154,0,6494,960.9,,,,,,
1775895339.104,2026-04-11T10:15:39,ai,True,True,True,True,165.0,165.7,751,159,0.752,89,100,91,100,967,,,False,122,154,0,6494,965.9,,,,,,
1775895344.128,2026-04-11T10:15:44,ai,True,True,True,True,165.0,165.8,776,159,0.776,91,51,77,100,972,,,False,122,154,0,6494,971.0,,,,,,
1775895349.15,2026-04-11T10:15:49,ai,True,True,True,True,165.8,165.5,799,160,0.799,130,100,138,100,977,,,False,122,154,0,6494,976.0,,,,,,
1775895354.171,2026-04-11T10:15:54,ai,True,True,True,True,165.0,165.1,820,160,0.82,148,53,145,100,982,,,False,122,154,0,6494,981.0,,,,,,
1775895359.194,2026-04-11T10:15:59,ai,True,True,True,True,165.0,165.2,843,160,0.843,125,88,79,100,987,,,False,122,154,0,6494,986.0,,,,,,
1775895364.214,2026-04-11T10:16:04,ai,True,True,True,True,165.8,165.7,862,160,0.863,131,94,76,100,992,,,False,122,154,0,6494,991.0,,,,,,
1775895369.234,2026-04-11T10:16:09,ai,True,True,True,True,165.8,166.2,882,160,0.883,0,57,150,100,997,,,False,122,154,0,6494,996.1,,,,,,
1775895374.253,2026-04-11T10:16:14,ai,True,True,True,True,168.3,168.8,901,160,0.902,76,79,150,100,1002,,,False,122,154,0,6494,1001.1,,,,,,
1775895379.273,2026-04-11T10:16:19,ai,True,True,True,True,167.5,167.7,922,160,0.923,80,100,86,100,1007,,,False,122,154,0,6494,1006.1,,,,,,
1775895384.293,2026-04-11T10:16:24,ai,True,True,True,True,136.7,144.9,944,160,0.945,81,100,79,100,1012,,,False,122,154,0,6494,1011.1,,,,,,
1775895389.314,2026-04-11T10:16:29,ai,True,True,True,True,168.3,151.6,964,160,0.964,102,78,137,100,1017,,,False,122,154,0,6494,1016.1,,,,,,
1775895394.336,2026-04-11T10:16:34,ai,True,True,False,True,168.3,165.7,1986,160,0.986,75,0,75,100,1022,,,False,122,154,0,6494,1021.2,,,,,,
1775895399.36,2026-04-11T10:16:39,ai,True,True,False,True,165.0,165.6,1009,161,0.01,78,0,78,100,1028,,,False,122,154,0,6494,1026.2,,,,,,
1775895404.38,2026-04-11T10:16:44,ai,True,True,True,True,142.5,153.0,31,162,0.032,77,100,144,100,1033,,,False,122,154,0,6494,1031.2,,,,,,
1775895409.402,2026-04-11T10:16:49,ai,True,True,False,True,175.0,169.7,1052,163,0.052,75,0,75,100,1038,,,False,122,154,0,6494,1036.2,,,,,,
1775895414.423,2026-04-11T10:16:54,ai,True,True,False,True,163.3,166.0,3073,164,0.074,86,0,86,100,1043,,,False,122,154,0,6494,1041.3,,,,,,
1775895419.442,2026-04-11T10:16:59,ai,True,True,True,True,164.2,163.2,92,165,0.093,75,100,78,100,1048,,,False,122,154,0,6494,1046.3,,,,,,
1775895424.46,2026-04-11T10:17:04,ai,True,True,False,True,152.5,159.4,2111,166,0.113,75,0,75,100,1053,,,False,122,154,0,6494,1051.3,,,,,,
1775895429.481,2026-04-11T10:17:09,ai,True,True,True,True,172.5,165.3,134,168,0.134,92,44,114,100,1058,,,False,122,154,0,6494,1056.3,,,,,,
1775895434.504,2026-04-11T10:17:14,ai,True,True,False,True,179.2,175.1,2156,168,0.157,75,0,75,100,1063,,,False,122,154,0,6494,1061.3,,,,,,
1775895439.523,2026-04-11T10:17:19,ai,True,True,True,True,183.3,184.7,174,170,0.175,93,100,131,100,1068,,,False,122,154,0,6494,1066.4,,,,,,
1775895444.543,2026-04-11T10:17:24,ai,True,True,True,True,177.5,180.4,194,170,0.194,150,100,91,100,1073,,,False,122,154,0,6494,1071.4,,,,,,
1775895449.563,2026-04-11T10:17:29,ai,True,True,False,True,175.0,178.2,1214,171,0.215,123,0,123,100,1078,,,False,122,154,0,6494,1076.4,,,,,,
1775895454.584,2026-04-11T10:17:34,ai,True,True,True,True,190.0,183.7,237,172,0.237,149,100,96,100,1083,,,False,122,154,0,6494,1081.4,,,,,,
1775895459.604,2026-04-11T10:17:39,ai,True,True,True,True,192.5,186.9,257,172,0.258,123,100,150,100,1088,,,False,122,154,0,6494,1086.4,,,,,,
1775895464.626,2026-04-11T10:17:44,ai,True,True,True,True,191.7,191.8,278,172,0.278,143,100,86,100,1093,,,False,122,154,0,6494,1091.5,,,,,,
1775895469.647,2026-04-11T10:17:49,ai,True,True,True,True,181.7,184.6,300,172,0.3,128,63,75,100,1098,,,False,122,154,0,6494,1096.5,,,,,,
1775895474.667,2026-04-11T10:17:54,ai,True,True,True,True,181.7,181.3,321,172,0.321,84,39,76,100,1103,,,False,122,154,0,6494,1101.5,,,,,,
1775895479.688,2026-04-11T10:17:59,ai,True,True,True,True,176.7,178.9,341,172,0.342,82,100,93,100,1108,,,False,122,154,0,6494,1106.5,,,,,,
1775895484.709,2026-04-11T10:18:04,ai,True,True,False,True,175.8,176.7,1362,172,0.362,108,0,108,100,1113,,,False,122,154,0,6494,1111.5,,,,,,
1775895489.731,2026-04-11T10:18:09,ai,True,True,False,True,174.2,175.2,1384,173,0.385,78,0,78,100,1118,,,False,122,154,0,6494,1116.6,,,,,,
1775895494.752,2026-04-11T10:18:14,ai,True,True,True,True,170.0,171.6,406,174,0.407,131,96,110,100,1123,,,False,122,154,0,6494,1121.6,,,,,,
1775895499.773,2026-04-11T10:18:19,ai,True,True,False,True,180.8,169.3,1427,174,0.428,80,0,80,100,1128,,,False,122,154,0,6494,1126.6,,,,,,
1775895504.794,2026-04-11T10:18:24,ai,True,True,True,True,182.5,179.9,449,176,0.449,77,100,73,100,1133,,,False,122,154,0,6494,1131.6,,,,,,
1775895509.814,2026-04-11T10:18:29,ai,True,True,False,True,182.5,182.1,1468,177,0.469,73,0,73,100,1138,,,False,122,154,0,6494,1136.6,,,,,,
1775895514.833,2026-04-11T10:18:34,ai,True,True,True,True,182.5,182.4,488,178,0.489,77,100,79,100,1143,,,False,122,154,0,6494,1141.7,,,,,,
1775895519.853,2026-04-11T10:18:39,ai,True,True,True,True,182.5,182.5,507,179,0.508,75,50,76,100,1148,,,False,122,154,0,6494,1146.7,,,,,,
1775895524.874,2026-04-11T10:18:44,ai,True,True,True,True,183.3,182.7,529,179,0.529,89,37,89,100,1153,,,False,122,154,0,6494,1151.7,,,,,,
1775895529.896,2026-04-11T10:18:49,ai,True,True,True,True,184.2,183.5,551,180,0.551,76,96,76,100,1158,,,False,122,154,0,6494,1156.7,,,,,,
1775895534.917,2026-04-11T10:18:54,ai,True,True,False,True,185.8,184.8,1573,181,0.572,77,0,77,100,1163,,,False,122,154,0,6494,1161.8,,,,,,
1775895539.936,2026-04-11T10:18:59,ai,True,True,True,True,189.2,187.7,591,183,0.592,97,54,91,100,1168,,,False,122,154,0,6494,1166.8,,,,,,
1775895544.961,2026-04-11T10:19:04,ai,True,True,True,True,192.5,190.4,617,183,0.617,98,98,78,100,1173,,,False,122,154,0,6494,1171.8,,,,,,
1775895549.985,2026-04-11T10:19:09,ai,True,True,False,True,215.0,205.3,1641,184,0.64,100,0,100,100,1178,,,False,122,154,0,6494,1176.8,,,,,,
1775895555.007,2026-04-11T10:19:15,ai,True,True,False,True,225.0,221.6,4663,185,0.663,86,0,86,100,1183,,,False,122,154,0,6494,1181.8,,,,,,
1775895560.026,2026-04-11T10:19:20,ai,True,True,True,True,225.0,224.5,683,187,0.683,82,100,94,100,1188,,,False,122,154,0,6494,1186.9,,,,,,
1775895565.048,2026-04-11T10:19:25,ai,True,True,True,True,222.5,218.5,705,187,0.705,140,59,140,100,1193,,,False,122,154,0,6494,1191.9,,,,,,
1775895570.073,2026-04-11T10:19:30,ai,False,True,False,True,244.2,241.0,5730,187,0.73,140,0,140,0,1198,,,False,122,154,0,6494,1196.9,,,,,,
1775895575.096,2026-04-11T10:19:35,ai,True,True,False,True,235.0,237.5,10752,187,0.753,140,0,140,76,1203,,,False,122,154,0,6494,1201.9,,,,,,
1775895580.116,2026-04-11T10:19:40,ai,False,True,False,True,230.8,232.9,15773,187,0.773,140,0,140,0,1208,,,False,122,154,0,6494,1207.0,,,,,,
1775895585.138,2026-04-11T10:19:45,ai,False,True,False,True,227.5,229.3,20794,187,0.795,140,0,140,0,1213,,,False,122,154,0,6494,1212.0,,,,,,
1775895589.938,2026-04-11T10:19:49,ai,False,True,False,True,283.3,255.4,25595,187,0.596,140,0,140,0,1218,,,False,148,154,0,6494,1216.7,set_brightness_pct(58); brightness_feedback(confirmed),adaptive_eval,"Midday peak alertness (10:19), cloudy (lux proxy, 224 lx), moderate ambient (224 lux). Brightness 58%, cool white 6500K. CCT 6500K aligns with circadian midday peak alertness target (6500K) - cool white light supports focus and productivity Brightness feedback: confirmed lux_smooth 226.7 -> 255.4.",,midday peak alertness,"cloudy (lux proxy, 224 lx)"
1775895590.157,2026-04-11T10:19:50,ai,False,True,False,True,283.3,255.4,25814,187,0.816,140,0,140,0,1218,,,False,148,154,0,6494,1217.0,,,,,,
1775895595.181,2026-04-11T10:19:55,ai,True,True,True,True,185.0,232.8,838,188,0.838,79,100,78,100,1223,,,False,148,154,0,6494,1222.0,,,,,,
1775895600.2,2026-04-11T10:20:00,ai,True,True,False,True,216.7,220.4,1858,189,0.859,90,0,90,100,1228,,,False,148,154,0,6494,1227.0,,,,,,
1775895605.222,2026-04-11T10:20:05,ai,True,True,False,True,196.7,209.1,1880,190,0.88,141,0,141,100,1233,,,False,148,154,0,6494,1232.1,,,,,,
1775895610.241,2026-04-11T10:20:10,ai,True,True,True,True,192.5,195.8,900,191,0.901,81,65,81,100,1238,,,False,148,154,0,6494,1237.1,,,,,,
1775895615.263,2026-04-11T10:20:15,ai,True,True,True,True,193.3,193.9,922,191,0.923,91,100,89,100,1243,,,False,148,154,0,6494,1242.1,,,,,,
1775895620.283,2026-04-11T10:20:20,ai,True,True,True,True,192.5,194.0,942,191,0.942,86,100,110,100,1248,,,False,148,154,0,6494,1247.1,,,,,,
1775895625.305,2026-04-11T10:20:25,ai,True,True,True,True,193.3,193.4,963,191,0.964,94,86,89,100,1253,,,False,148,154,0,6494,1252.1,,,,,,
1775895630.326,2026-04-11T10:20:30,ai,True,True,False,True,192.5,192.8,1985,191,0.985,126,0,126,100,1258,,,False,148,154,0,6494,1257.2,,,,,,
1775895635.348,2026-04-11T10:20:35,ai,True,True,True,True,196.7,195.0,7,192,0.008,110,100,78,100,1264,,,False,148,154,0,6494,1262.2,,,,,,
1775895640.365,2026-04-11T10:20:40,ai,True,True,True,True,199.2,197.4,23,192,0.024,133,100,150,100,1269,,,False,148,154,0,6494,1267.2,,,,,,
1775895645.387,2026-04-11T10:20:45,ai,True,True,False,True,204.2,202.0,1047,192,0.047,77,0,77,100,1274,,,False,148,154,0,6494,1272.2,,,,,,
1775895650.407,2026-04-11T10:20:50,ai,True,True,True,True,210.0,206.3,68,194,0.068,81,100,88,100,1279,,,False,148,154,0,6494,1277.2,,,,,,
1775895655.43,2026-04-11T10:20:55,ai,True,True,True,True,234.2,227.0,91,195,0.091,84,70,140,100,1284,,,False,148,154,0,6494,1282.3,,,,,,
1775895660.453,2026-04-11T10:21:00,ai,True,True,True,True,238.3,242.3,113,197,0.114,110,99,106,100,1289,,,False,148,154,0,6494,1287.3,,,,,,
1775895665.473,2026-04-11T10:21:05,ai,True,True,True,True,228.3,233.5,134,198,0.134,144,68,89,100,1294,,,False,148,154,0,6494,1292.3,,,,,,
1775895670.493,2026-04-11T10:21:10,ai,True,True,True,True,235.0,234.4,153,198,0.154,96,53,108,100,1299,,,False,148,154,0,6494,1297.3,,,,,,
1775895675.516,2026-04-11T10:21:15,ai,True,True,True,True,220.8,224.7,176,198,0.177,103,100,91,100,1304,,,False,148,154,0,6494,1302.4,,,,,,
1775895680.534,2026-04-11T10:21:20,ai,True,True,True,True,215.0,218.7,194,199,0.195,144,60,150,100,1309,,,False,148,154,0,6494,1307.4,,,,,,
1775895685.554,2026-04-11T10:21:25,ai,True,True,True,True,211.7,212.9,214,200,0.215,107,52,80,100,1314,,,False,148,154,0,6494,1312.4,,,,,,
1775895690.573,2026-04-11T10:21:30,ai,True,True,True,True,185.8,195.1,234,200,0.234,105,100,134,100,1319,,,False,148,154,0,6494,1317.4,,,,,,
1775895695.593,2026-04-11T10:21:35,ai,True,True,True,True,180.8,184.2,255,200,0.255,82,100,82,100,1324,,,False,148,154,0,6494,1322.4,,,,,,
1775895700.613,2026-04-11T10:21:40,ai,True,True,True,True,219.2,200.1,274,200,0.274,83,100,84,100,1329,,,False,148,154,0,6494,1327.4,,,,,,
1775895705.633,2026-04-11T10:21:45,ai,True,True,True,True,228.3,218.8,294,202,0.295,111,70,131,100,1334,,,False,148,154,0,6494,1332.5,,,,,,
1775895710.654,2026-04-11T10:21:50,ai,True,True,True,True,227.5,226.3,316,203,0.316,91,50,87,100,1339,,,False,148,154,0,6494,1337.5,,,,,,
1775895715.674,2026-04-11T10:21:55,ai,True,True,True,True,227.5,227.2,336,203,0.337,95,100,128,100,1344,,,False,148,154,0,6494,1342.5,,,,,,
1775895720.693,2026-04-11T10:22:00,ai,True,True,True,True,220.8,216.0,355,204,0.356,126,100,80,100,1349,,,False,148,154,0,6494,1347.5,,,,,,
1775895725.713,2026-04-11T10:22:05,ai,True,True,True,True,190.0,192.4,376,204,0.376,148,100,145,100,1354,,,False,148,154,0,6494,1352.5,,,,,,
1775895730.732,2026-04-11T10:22:10,ai,True,True,True,True,194.2,195.3,394,204,0.395,83,100,99,100,1359,,,False,148,154,0,6494,1357.6,,,,,,
1775895735.753,2026-04-11T10:22:15,ai,True,True,True,True,202.5,206.3,416,205,0.417,100,84,90,100,1364,,,False,148,154,0,6494,1362.6,,,,,,
1775895740.775,2026-04-11T10:22:20,ai,True,True,True,True,195.8,195.6,438,205,0.439,93,100,93,100,1369,,,False,148,154,0,6494,1367.6,,,,,,
1775895745.794,2026-04-11T10:22:25,ai,True,True,True,True,225.0,209.8,458,205,0.459,89,100,91,100,1374,,,False,148,154,0,6494,1372.6,,,,,,
1775895750.815,2026-04-11T10:22:30,ai,True,True,True,True,225.0,222.3,479,206,0.479,88,48,82,100,1379,,,False,148,154,0,6494,1377.6,,,,,,
1775895755.835,2026-04-11T10:22:35,ai,True,True,False,True,226.7,225.3,1498,207,0.499,84,0,84,100,1384,,,False,148,154,0,6494,1382.7,,,,,,
1775895760.854,2026-04-11T10:22:40,ai,True,True,True,True,210.8,220.3,518,208,0.518,120,91,96,100,1389,,,False,148,154,0,6494,1387.7,,,,,,
1775895765.876,2026-04-11T10:22:45,ai,True,True,True,True,193.3,210.7,539,209,0.54,77,100,84,100,1394,,,False,148,154,0,6494,1392.7,,,,,,
1775895770.896,2026-04-11T10:22:50,ai,True,True,False,True,225.8,223.0,2560,209,0.56,141,0,141,100,1399,,,False,148,154,0,6494,1397.7,,,,,,
1775895775.913,2026-04-11T10:22:55,ai,True,True,True,True,226.7,225.4,578,210,0.579,0,31,138,100,1404,,,False,148,154,0,6494,1402.7,,,,,,
1775895780.932,2026-04-11T10:23:00,ai,True,True,False,True,219.2,211.0,1597,210,0.598,150,0,150,100,1409,,,False,148,154,0,6494,1407.8,,,,,,
1775895785.953,2026-04-11T10:23:05,ai,True,True,True,True,173.3,188.7,618,211,0.619,138,100,104,100,1414,,,False,148,154,0,6494,1412.8,,,,,,
1775895790.974,2026-04-11T10:23:10,ai,True,True,True,True,214.2,204.9,639,211,0.639,106,68,125,100,1419,,,False,148,154,0,6494,1417.8,,,,,,
1775895795.994,2026-04-11T10:23:15,ai,True,True,True,True,220.0,208.0,660,211,0.66,79,80,83,100,1424,,,False,148,154,0,6494,1422.8,,,,,,
1775895801.015,2026-04-11T10:23:21,ai,True,True,True,True,218.3,217.0,680,211,0.681,93,100,83,100,1429,,,False,148,154,0,6494,1427.8,,,,,,
1775895806.035,2026-04-11T10:23:26,ai,True,True,True,True,175.8,189.9,701,212,0.701,82,100,82,100,1434,,,False,148,154,0,6494,1432.9,,,,,,
1775895811.054,2026-04-11T10:23:31,ai,True,True,False,True,207.5,199.8,1719,213,0.721,80,0,80,100,1439,,,False,148,154,0,6494,1437.9,,,,,,
1775895816.074,2026-04-11T10:23:36,ai,True,True,False,True,216.7,213.4,1739,215,0.74,0,0,150,100,1444,,,False,148,154,0,6494,1442.9,,,,,,
1775895821.094,2026-04-11T10:23:41,ai,True,True,False,True,215.8,215.6,1760,216,0.761,0,0,150,100,1449,,,False,148,154,0,6494,1447.9,,,,,,
1775895826.117,2026-04-11T10:23:46,ai,True,True,True,True,216.7,217.4,784,217,0.784,134,94,122,100,1454,,,False,148,154,0,6494,1453.0,,,,,,
1775895831.136,2026-04-11T10:23:51,ai,True,True,True,True,231.7,225.4,803,217,0.803,102,70,102,100,1459,,,False,148,154,0,6494,1458.0,,,,,,
1775895836.156,2026-04-11T10:23:56,ai,True,True,True,True,215.8,226.9,822,218,0.822,131,100,130,100,1464,,,False,148,154,0,6494,1463.0,,,,,,
1775895841.176,2026-04-11T10:24:01,ai,True,True,False,True,229.2,228.8,1843,219,0.843,123,0,123,100,1469,,,False,148,154,0,6494,1468.0,,,,,,
1775895846.198,2026-04-11T10:24:06,ai,True,True,False,True,230.8,230.2,2865,221,0.865,84,0,84,100,1474,,,False,148,154,0,6494,1473.0,,,,,,
1775895851.22,2026-04-11T10:24:11,ai,True,True,False,True,232.5,231.6,1888,222,0.888,0,0,150,100,1479,,,False,148,154,0,6494,1478.1,,,,,,
1775895856.241,2026-04-11T10:24:16,ai,True,True,False,True,232.5,232.0,1907,223,0.908,127,0,127,100,1484,,,False,148,154,0,6494,1483.1,,,,,,
1775895861.26,2026-04-11T10:24:21,ai,True,True,True,True,231.7,231.8,927,225,0.927,0,56,150,100,1489,,,False,148,154,0,6494,1488.1,,,,,,
1775895866.282,2026-04-11T10:24:26,ai,True,True,False,True,225.0,218.6,1950,226,0.949,135,0,135,100,1494,,,False,148,154,0,6494,1493.1,,,,,,
1775895871.302,2026-04-11T10:24:31,ai,True,True,True,True,226.7,228.0,972,228,0.972,144,65,144,100,1499,,,False,148,154,0,6494,1498.1,,,,,,
1775895876.323,2026-04-11T10:24:36,ai,True,True,True,True,235.8,231.9,992,229,0.993,150,69,148,100,1504,,,False,148,154,0,6494,1503.2,,,,,,
1775895881.341,2026-04-11T10:24:41,ai,True,True,True,True,234.2,232.4,10,230,0.01,140,57,150,100,1510,,,False,148,154,0,6494,1508.2,,,,,,
1775895886.363,2026-04-11T10:24:46,ai,True,True,False,True,227.5,228.7,1032,231,0.033,0,0,150,100,1515,,,False,148,154,0,6494,1513.2,,,,,,
1775895891.383,2026-04-11T10:24:51,ai,True,True,False,True,230.0,229.3,2052,232,0.052,135,0,135,100,1520,,,False,148,154,0,6494,1518.2,,,,,,
1775895896.403,2026-04-11T10:24:56,ai,True,True,False,True,241.7,235.4,3073,233,0.073,91,0,91,100,1525,,,False,148,154,0,6494,1523.2,,,,,,
1775895901.428,2026-04-11T10:25:01,ai,True,True,False,True,240.8,240.9,8097,233,0.097,79,0,79,100,1530,,,False,148,154,0,6494,1528.3,,,,,,
1775895906.45,2026-04-11T10:25:06,ai,True,True,True,True,240.8,241.0,119,234,0.119,78,43,150,100,1535,,,False,148,154,0,6494,1533.3,,,,,,
1775895911.471,2026-04-11T10:25:11,ai,True,True,False,True,241.7,241.1,5139,234,0.141,73,0,73,100,1540,,,False,148,154,0,6494,1538.3,,,,,,
1775895916.491,2026-04-11T10:25:16,ai,True,True,False,True,242.5,241.8,2162,235,0.161,0,0,150,100,1545,,,False,148,154,0,6494,1543.3,,,,,,
1775895921.511,2026-04-11T10:25:21,ai,True,True,True,True,216.7,234.8,182,237,0.183,75,32,94,100,1550,,,False,148,154,0,6494,1548.3,,,,,,
1775895926.532,2026-04-11T10:25:26,ai,True,True,False,True,242.5,232.1,1203,237,0.203,147,0,147,100,1555,,,False,148,154,0,6494,1553.4,,,,,,
1775895931.553,2026-04-11T10:25:31,ai,True,True,False,True,254.2,250.0,6224,237,0.225,147,0,147,45,1560,,,False,148,154,0,6494,1558.4,,,,,,
1775895936.575,2026-04-11T10:25:36,ai,False,True,False,False,255.8,254.7,11246,237,0.246,147,0,147,37,1565,,,False,148,154,0,6494,1563.4,,,,,,
1775895941.594,2026-04-11T10:25:41,ai,False,True,False,False,258.3,257.1,16265,237,0.265,147,0,147,32,1570,,,False,148,154,0,6494,1568.4,,,,,,
1775895945.343,2026-04-11T10:25:45,ai,False,False,False,False,261.7,260.0,20015,237,0.015,147,0,147,31,1574,,,False,25,154,0,6494,1572.1,set_brightness_pct(10),adaptive_vacant_dim,Desk vacant -> dimming to 10% as warning before shutdown,,,
1775895946.616,2026-04-11T10:25:46,ai,False,False,False,False,165.8,231.7,21287,237,0.287,147,0,147,30,1575,,,False,25,154,0,6494,1573.4,,,,,,
1775895951.635,2026-04-11T10:25:51,ai,False,False,False,False,169.2,179.0,26306,237,0.306,147,0,147,27,1580,,,False,25,154,0,6494,1578.5,,,,,,
1775895956.656,2026-04-11T10:25:56,ai,False,False,False,False,171.7,172.4,31328,237,0.327,147,0,147,26,1585,,,False,25,154,0,6494,1583.5,,,,,,
1775895961.677,2026-04-11T10:26:01,ai,False,False,False,False,190.0,182.7,36348,237,0.349,147,0,147,22,1590,,,False,25,154,0,6494,1588.5,,,,,,
1775895966.697,2026-04-11T10:26:06,ai,False,False,False,False,197.5,191.3,41368,237,0.37,147,0,147,23,1595,,,False,25,154,0,6494,1593.5,,,,,,
1775895971.724,2026-04-11T10:26:11,ai,False,False,False,False,205.8,204.4,46395,237,0.396,147,0,147,20,1600,,,False,25,154,0,6494,1598.6,,,,,,
1775895976.744,2026-04-11T10:26:16,ai,False,False,False,False,187.5,194.3,51415,237,0.416,147,0,147,18,1605,,,False,25,154,0,6494,1603.6,,,,,,
1775895981.763,2026-04-11T10:26:21,ai,False,False,False,False,172.5,178.9,56435,237,0.436,147,0,147,19,1610,,,False,25,154,0,6494,1608.6,,,,,,
